Date,Price,Open,High,Low,Vol.,Change %
"Jan 11, 2019",0.0433,0.0436,0.0443,0.0417,252.62M,-0.79%
"Jan 10, 2019",0.0436,0.0514,0.054,0.0414,515.47M,-15.13%
"Jan 09, 2019",0.0514,0.0478,0.0521,0.0477,288.62M,7.59%
"Jan 08, 2019",0.0478,0.0475,0.0493,0.0462,217.62M,0.53%
"Jan 07, 2019",0.0475,0.0483,0.05,0.0465,290.94M,-1.47%
"Jan 06, 2019",0.0483,0.044,0.0487,0.0438,310.30M,9.59%
"Jan 05, 2019",0.044,0.0431,0.045,0.0424,180.80M,2.20%
"Jan 04, 2019",0.0431,0.042,0.0436,0.0417,110.05M,2.58%
"Jan 03, 2019",0.042,0.0443,0.0446,0.0416,163.66M,-5.26%
"Jan 02, 2019",0.0443,0.042,0.045,0.0414,173.27M,5.62%
"Jan 01, 2019",0.042,0.0405,0.042,0.0397,117.45M,3.56%
"Dec 31, 2018",0.0405,0.0426,0.0427,0.0398,156.99M,-4.87%
"Dec 30, 2018",0.0426,0.0403,0.0431,0.0396,211.19M,5.65%
"Dec 29, 2018",0.0403,0.0411,0.0433,0.04,248.36M,-1.98%
"Dec 28, 2018",0.0411,0.0361,0.0419,0.0356,190.11M,13.96%
"Dec 27, 2018",0.0361,0.0406,0.0411,0.0355,180.34M,-11.00%
"Dec 26, 2018",0.0406,0.0411,0.0426,0.0381,205.25M,-1.20%
"Dec 25, 2018",0.0411,0.045,0.0452,0.0383,301.79M,-8.82%
"Dec 24, 2018",0.045,0.0437,0.0489,0.0437,368.39M,3.02%
"Dec 23, 2018",0.0437,0.0416,0.0444,0.0411,257.81M,5.11%
"Dec 22, 2018",0.0416,0.0403,0.0417,0.0382,229.51M,3.11%
"Dec 21, 2018",0.0403,0.0387,0.0448,0.0379,518.81M,4.13%
"Dec 20, 2018",0.0387,0.0337,0.0394,0.0333,347.70M,14.90%
"Dec 19, 2018",0.0337,0.0342,0.038,0.0337,354.59M,-1.57%
"Dec 18, 2018",0.0342,0.0324,0.0345,0.0313,242.76M,5.45%
"Dec 17, 2018",0.0325,0.029,0.0336,0.029,223.08M,12.07%
"Dec 16, 2018",0.029,0.0281,0.0298,0.0281,99.29M,3.18%
"Dec 15, 2018",0.0281,0.0283,0.0286,0.0277,70.97M,-0.82%
"Dec 14, 2018",0.0283,0.0291,0.0295,0.0277,87.51M,-2.72%
"Dec 13, 2018",0.0291,0.0303,0.0306,0.0288,102.03M,-3.90%
"Dec 12, 2018",0.0303,0.0292,0.0309,0.029,98.62M,2.75%
"Dec 11, 2018",0.0295,0.0298,0.0301,0.0286,100.95M,-0.92%
"Dec 10, 2018",0.0298,0.0311,0.0318,0.0292,131.37M,-4.40%
"Dec 09, 2018",0.0311,0.0302,0.0324,0.0297,164.89M,3.01%
"Dec 08, 2018",0.0302,0.0297,0.032,0.0283,189.03M,1.64%
"Dec 07, 2018",0.0297,0.0307,0.031,0.0272,301.98M,-3.17%
"Dec 06, 2018",0.0307,0.0343,0.0356,0.0306,229.65M,-10.45%
"Dec 05, 2018",0.0343,0.0375,0.0376,0.0342,259.54M,-8.57%
"Dec 04, 2018",0.0375,0.0385,0.0401,0.037,176.99M,-2.57%
"Dec 03, 2018",0.0385,0.0419,0.0421,0.0379,160.11M,-7.78%
"Dec 02, 2018",0.0417,0.0414,0.0434,0.0407,154.38M,0.91%
"Dec 01, 2018",0.0414,0.0391,0.0423,0.0381,136.82M,5.90%
"Nov 30, 2018",0.0391,0.042,0.0424,0.0377,205.09M,-6.94%
"Nov 29, 2018",0.042,0.0422,0.0448,0.0397,264.98M,-0.59%
"Nov 28, 2018",0.0422,0.0369,0.0441,0.0369,377.93M,14.35%
"Nov 27, 2018",0.0369,0.0365,0.0377,0.0342,164.60M,1.12%
"Nov 26, 2018",0.0365,0.0383,0.0402,0.0346,295.67M,-4.72%
"Nov 25, 2018",0.0383,0.039,0.0396,0.0332,298.35M,-1.76%
"Nov 24, 2018",0.039,0.044,0.0454,0.0371,194.28M,-11.33%
"Nov 23, 2018",0.044,0.044,0.0451,0.0418,156.39M,0.00%
"Nov 22, 2018",0.044,0.0484,0.0491,0.0439,112.99M,-9.01%
"Nov 21, 2018",0.0484,0.0459,0.0492,0.0435,230.26M,5.49%
"Nov 20, 2018",0.0459,0.0528,0.0533,0.0428,403.78M,-13.06%
"Nov 19, 2018",0.0528,0.0623,0.0624,0.0515,236.31M,-15.35%
"Nov 18, 2018",0.0623,0.0612,0.0635,0.0612,61.77M,1.82%
"Nov 17, 2018",0.0612,0.0615,0.0615,0.0596,59.04M,-0.37%
"Nov 16, 2018",0.0615,0.0644,0.0649,0.0603,99.79M,-4.52%
"Nov 15, 2018",0.0644,0.0665,0.0667,0.0583,216.36M,-3.14%
"Nov 14, 2018",0.0665,0.0747,0.0747,0.0626,189.26M,-11.00%
"Nov 13, 2018",0.0747,0.0769,0.0771,0.0744,52.55M,-2.92%
"Nov 12, 2018",0.0769,0.077,0.0778,0.0755,54.08M,-0.14%
"Nov 11, 2018",0.077,0.0754,0.0779,0.0746,56.63M,2.14%
"Nov 10, 2018",0.0754,0.0746,0.0764,0.0742,39.00M,1.04%
"Nov 09, 2018",0.0746,0.0769,0.0782,0.074,67.23M,-2.97%
"Nov 08, 2018",0.0769,0.079,0.0799,0.0765,105.98M,-2.62%
"Nov 07, 2018",0.079,0.0817,0.0825,0.0782,113.91M,-3.30%
"Nov 06, 2018",0.0817,0.0767,0.0818,0.0767,119.34M,6.34%
"Nov 05, 2018",0.0768,0.0773,0.0793,0.075,74.16M,-0.61%
"Nov 04, 2018",0.0773,0.0717,0.0785,0.0712,131.25M,7.73%
"Nov 03, 2018",0.0717,0.0731,0.0733,0.0709,38.73M,-1.85%
"Nov 02, 2018",0.0731,0.0714,0.0738,0.0709,43.45M,2.42%
"Nov 01, 2018",0.0714,0.0706,0.0717,0.0697,32.99M,1.09%
"Oct 31, 2018",0.0706,0.0701,0.0709,0.0679,49.18M,0.75%
"Oct 30, 2018",0.0701,0.0702,0.0708,0.0697,32.35M,-0.18%
"Oct 29, 2018",0.0702,0.0736,0.0738,0.069,69.12M,-4.67%
"Oct 28, 2018",0.0736,0.0735,0.0738,0.0729,28.16M,0.18%
"Oct 27, 2018",0.0735,0.0747,0.0748,0.0733,29.57M,-1.58%
"Oct 26, 2018",0.0747,0.0748,0.0754,0.0737,34.11M,-0.27%
"Oct 25, 2018",0.0749,0.0754,0.0756,0.0742,36.55M,-0.67%
"Oct 24, 2018",0.0754,0.0759,0.077,0.0753,44.66M,-0.69%
"Oct 23, 2018",0.0759,0.0773,0.0775,0.0737,62.25M,-1.77%
"Oct 22, 2018",0.0773,0.0773,0.0778,0.0762,70.69M,0.00%
"Oct 21, 2018",0.0773,0.0776,0.079,0.0769,102.74M,-0.49%
"Oct 20, 2018",0.0776,0.0769,0.0788,0.0761,101.34M,1.00%
"Oct 19, 2018",0.0769,0.0767,0.0779,0.0758,83.73M,0.22%
"Oct 18, 2018",0.0767,0.0799,0.0806,0.0757,135.77M,-4.13%
"Oct 17, 2018",0.08,0.0778,0.0812,0.0771,141.93M,2.85%
"Oct 16, 2018",0.0778,0.0767,0.0788,0.0757,124.70M,1.40%
"Oct 15, 2018",0.0767,0.0717,0.0848,0.0701,348.04M,6.95%
"Oct 14, 2018",0.0717,0.0737,0.0745,0.0711,139.15M,-2.73%
"Oct 13, 2018",0.0737,0.0732,0.0754,0.0726,118.01M,0.69%
"Oct 12, 2018",0.0732,0.0707,0.0766,0.0696,180.02M,3.55%
"Oct 11, 2018",0.0707,0.0855,0.0855,0.0693,302.27M,-17.27%
"Oct 10, 2018",0.0855,0.0866,0.0869,0.0837,142.96M,-1.31%
"Oct 09, 2018",0.0866,0.087,0.0879,0.0848,148.51M,-0.42%
"Oct 08, 2018",0.087,0.0846,0.0888,0.0835,200.56M,2.68%
"Oct 07, 2018",0.0847,0.0816,0.0854,0.0805,138.55M,3.84%
"Oct 06, 2018",0.0816,0.0834,0.0841,0.0808,120.08M,-2.21%
"Oct 05, 2018",0.0834,0.0815,0.084,0.0805,122.61M,2.31%
"Oct 04, 2018",0.0815,0.0809,0.0831,0.0804,130.09M,0.79%
"Oct 03, 2018",0.0809,0.0822,0.0825,0.0783,158.97M,-1.63%
"Oct 02, 2018",0.0822,0.0846,0.085,0.0817,145.84M,-2.80%
"Oct 01, 2018",0.0846,0.0851,0.086,0.0821,163.79M,-0.56%
"Sep 30, 2018",0.0851,0.0843,0.0872,0.083,207.84M,0.88%
"Sep 29, 2018",0.0843,0.0839,0.0868,0.0813,225.83M,0.49%
"Sep 28, 2018",0.0839,0.0864,0.0884,0.0815,352.50M,-2.84%
"Sep 27, 2018",0.0864,0.0792,0.0888,0.0778,384.41M,9.12%
"Sep 26, 2018",0.0792,0.0811,0.083,0.0765,283.30M,-2.38%
"Sep 25, 2018",0.0811,0.0825,0.0825,0.0745,370.53M,-1.67%
"Sep 24, 2018",0.0825,0.0897,0.0919,0.0818,359.83M,-8.04%
"Sep 23, 2018",0.0897,0.0834,0.0938,0.0829,479.17M,7.52%
"Sep 22, 2018",0.0834,0.0875,0.0889,0.0796,264.58M,-4.94%
"Sep 21, 2018",0.0877,0.0808,0.0902,0.0807,633.72M,8.29%
"Sep 20, 2018",0.081,0.0721,0.0836,0.0711,389.84M,12.30%
"Sep 19, 2018",0.0722,0.069,0.0744,0.0666,414.02M,4.27%
"Sep 18, 2018",0.0692,0.0633,0.0701,0.062,271.68M,9.33%
"Sep 17, 2018",0.0633,0.0699,0.0702,0.0627,237.62M,-9.45%
"Sep 16, 2018",0.0699,0.0689,0.0699,0.0659,154.85M,1.43%
"Sep 15, 2018",0.0689,0.0676,0.0708,0.0673,171.31M,1.94%
"Sep 14, 2018",0.0676,0.0695,0.0706,0.0654,264.46M,-2.81%
"Sep 13, 2018",0.0695,0.0662,0.071,0.0651,356.21M,5.07%
"Sep 12, 2018",0.0662,0.0701,0.0703,0.061,365.82M,-5.57%
"Sep 11, 2018",0.0701,0.0735,0.0746,0.0658,213.59M,-4.56%
"Sep 10, 2018",0.0734,0.0759,0.078,0.0715,195.54M,-3.27%
"Sep 09, 2018",0.0759,0.0774,0.081,0.0739,185.78M,-2.06%
"Sep 08, 2018",0.0775,0.0829,0.0844,0.0766,152.18M,-6.16%
"Sep 07, 2018",0.0826,0.0884,0.0894,0.0817,149.74M,-6.47%
"Sep 06, 2018",0.0883,0.0865,0.0887,0.081,207.38M,2.17%
"Sep 05, 2018",0.0865,0.1053,0.1062,0.086,287.03M,-17.87%
"Sep 04, 2018",0.1053,0.1035,0.107,0.1034,155.06M,1.62%
"Sep 03, 2018",0.1036,0.1048,0.1055,0.1023,123.76M,-1.11%
"Sep 02, 2018",0.1048,0.107,0.1074,0.1022,184.62M,-2.09%
"Sep 01, 2018",0.107,0.1018,0.1101,0.1016,228.87M,5.12%
"Aug 31, 2018",0.1018,0.1007,0.1033,0.0985,166.22M,1.09%
"Aug 30, 2018",0.1007,0.1054,0.1075,0.0967,215.23M,-4.52%
"Aug 29, 2018",0.1054,0.1055,0.1091,0.1015,249.12M,-0.07%
"Aug 28, 2018",0.1055,0.1005,0.1073,0.0998,252.60M,5.10%
"Aug 27, 2018",0.1004,0.0931,0.1014,0.0921,184.93M,7.81%
"Aug 26, 2018",0.0931,0.0941,0.0946,0.0906,114.84M,-0.97%
"Aug 25, 2018",0.094,0.0938,0.0948,0.0918,131.76M,0.24%
"Aug 24, 2018",0.0938,0.0923,0.0945,0.0906,133.65M,1.66%
"Aug 23, 2018",0.0923,0.0895,0.0937,0.0884,144.52M,3.09%
"Aug 22, 2018",0.0895,0.0947,0.1008,0.087,216.22M,-5.50%
"Aug 21, 2018",0.0947,0.092,0.0953,0.0908,143.77M,2.94%
"Aug 20, 2018",0.092,0.1014,0.103,0.0918,148.71M,-9.29%
"Aug 19, 2018",0.1014,0.0983,0.1035,0.0966,132.47M,3.16%
"Aug 18, 2018",0.0983,0.1099,0.1123,0.0954,237.96M,-10.55%
"Aug 17, 2018",0.1099,0.0945,0.1099,0.094,254.73M,16.28%
"Aug 16, 2018",0.0945,0.0936,0.0982,0.0917,137.32M,1.02%
"Aug 15, 2018",0.0936,0.0938,0.101,0.0934,211.56M,-0.24%
"Aug 14, 2018",0.0938,0.1011,0.1012,0.0843,208.86M,-7.21%
"Aug 13, 2018",0.1011,0.1119,0.114,0.1011,130.02M,-9.62%
"Aug 12, 2018",0.1119,0.1103,0.1142,0.109,91.00M,1.45%
"Aug 11, 2018",0.1103,0.1146,0.116,0.1074,149.60M,-3.80%
"Aug 10, 2018",0.1146,0.1219,0.1236,0.1116,176.64M,-6.00%
"Aug 09, 2018",0.1219,0.1128,0.1262,0.1128,196.66M,8.13%
"Aug 08, 2018",0.1128,0.1238,0.1238,0.1092,191.10M,-8.91%
"Aug 07, 2018",0.1238,0.1295,0.1322,0.1228,132.06M,-4.43%
"Aug 06, 2018",0.1295,0.1306,0.1358,0.1268,114.58M,-0.82%
"Aug 05, 2018",0.1306,0.1264,0.1312,0.1245,106.72M,3.32%
"Aug 04, 2018",0.1264,0.1296,0.1337,0.1237,115.20M,-2.44%
"Aug 03, 2018",0.1296,0.1308,0.1344,0.1233,161.89M,-0.98%
"Aug 02, 2018",0.1309,0.1399,0.1414,0.1286,148.35M,-6.46%
"Aug 01, 2018",0.1399,0.1415,0.1442,0.1354,144.14M,-1.21%
"Jul 31, 2018",0.1416,0.1534,0.1536,0.1391,161.22M,-7.68%
"Jul 30, 2018",0.1534,0.1625,0.1629,0.1478,135.76M,-5.60%
"Jul 29, 2018",0.1625,0.1643,0.1653,0.1596,96.65M,-1.08%
"Jul 28, 2018",0.1643,0.1661,0.1666,0.1593,100.08M,-1.09%
"Jul 27, 2018",0.1661,0.1644,0.1692,0.156,184.98M,0.99%
"Jul 26, 2018",0.1644,0.1727,0.1754,0.1618,165.75M,-4.80%
"Jul 25, 2018",0.1727,0.1738,0.1774,0.1667,199.18M,-0.62%
"Jul 24, 2018",0.1738,0.1645,0.1783,0.1604,276.60M,5.65%
"Jul 23, 2018",0.1645,0.1694,0.1803,0.1645,218.13M,-2.86%
"Jul 22, 2018",0.1694,0.1636,0.1787,0.162,213.09M,3.53%
"Jul 21, 2018",0.1636,0.1615,0.1695,0.1542,204.02M,1.26%
"Jul 20, 2018",0.1615,0.1818,0.1832,0.1599,295.44M,-11.13%
"Jul 19, 2018",0.1818,0.1804,0.192,0.1723,318.23M,0.78%
"Jul 18, 2018",0.1804,0.1715,0.1958,0.1712,492.34M,5.20%
"Jul 17, 2018",0.1715,0.1567,0.1762,0.1501,262.50M,9.46%
"Jul 16, 2018",0.1566,0.1423,0.1583,0.1408,187.62M,10.05%
"Jul 15, 2018",0.1423,0.1365,0.1459,0.1347,123.83M,4.24%
"Jul 14, 2018",0.1365,0.1375,0.1406,0.1332,137.98M,-0.68%
"Jul 13, 2018",0.1375,0.1274,0.1434,0.1248,180.44M,7.95%
"Jul 12, 2018",0.1273,0.1314,0.1314,0.1222,94.96M,-3.06%
"Jul 11, 2018",0.1314,0.128,0.1336,0.125,115.26M,2.63%
"Jul 10, 2018",0.128,0.1393,0.1399,0.1273,138.89M,-8.08%
"Jul 09, 2018",0.1393,0.145,0.1458,0.1389,85.24M,-3.95%
"Jul 08, 2018",0.145,0.1478,0.1494,0.1442,104.18M,-1.91%
"Jul 07, 2018",0.1478,0.1451,0.1484,0.1372,101.47M,1.86%
"Jul 06, 2018",0.1451,0.1475,0.1477,0.1383,114.94M,-1.65%
"Jul 05, 2018",0.1475,0.1514,0.1556,0.1436,147.16M,-2.54%
"Jul 04, 2018",0.1514,0.1498,0.1601,0.1462,124.63M,1.06%
"Jul 03, 2018",0.1498,0.1544,0.1607,0.1484,214.39M,-2.98%
"Jul 02, 2018",0.1544,0.1421,0.1599,0.1377,225.30M,8.69%
"Jul 01, 2018",0.1421,0.1381,0.1457,0.1332,171.94M,2.99%
"Jun 30, 2018",0.1379,0.1254,0.1381,0.1254,196.01M,10.05%
"Jun 29, 2018",0.1254,0.1184,0.127,0.1139,146.98M,5.87%
"Jun 28, 2018",0.1184,0.1276,0.1285,0.1176,109.01M,-7.23%
"Jun 27, 2018",0.1276,0.1255,0.1282,0.123,103.44M,1.65%
"Jun 26, 2018",0.1256,0.1353,0.1358,0.1252,73.76M,-7.22%
"Jun 25, 2018",0.1353,0.131,0.1389,0.1271,130.05M,3.31%
"Jun 24, 2018",0.131,0.1374,0.1382,0.12,172.18M,-4.67%
"Jun 23, 2018",0.1374,0.1384,0.1421,0.1337,100.45M,-0.69%
"Jun 22, 2018",0.1384,0.1582,0.1587,0.1348,161.45M,-12.56%
"Jun 21, 2018",0.1582,0.1618,0.1636,0.157,90.63M,-2.31%
"Jun 20, 2018",0.162,0.167,0.1672,0.1575,119.58M,-3.01%
"Jun 19, 2018",0.167,0.1639,0.1712,0.1615,108.47M,1.89%
"Jun 18, 2018",0.1639,0.1603,0.1682,0.1557,120.63M,2.27%
"Jun 17, 2018",0.1603,0.1626,0.1641,0.16,88.70M,-1.28%
"Jun 16, 2018",0.1624,0.1612,0.1644,0.1584,88.36M,0.70%
"Jun 15, 2018",0.1612,0.1707,0.171,0.1603,128.41M,-5.57%
"Jun 14, 2018",0.1707,0.158,0.1754,0.1534,239.78M,8.00%
"Jun 13, 2018",0.1581,0.1635,0.1659,0.1459,151.72M,-3.30%
"Jun 12, 2018",0.1635,0.1796,0.1812,0.1587,116.57M,-8.95%
"Jun 11, 2018",0.1795,0.174,0.1809,0.1649,114.06M,3.17%
"Jun 10, 2018",0.174,0.201,0.201,0.169,180.52M,-13.40%
"Jun 09, 2018",0.2009,0.2048,0.2104,0.2007,84.39M,-1.96%
"Jun 08, 2018",0.205,0.2105,0.211,0.201,102.35M,-2.85%
"Jun 07, 2018",0.211,0.2149,0.2191,0.2088,104.69M,-1.84%
"Jun 06, 2018",0.2149,0.219,0.22,0.2089,113.95M,-1.86%
"Jun 05, 2018",0.219,0.2128,0.2215,0.2028,152.50M,2.91%
"Jun 04, 2018",0.2128,0.227,0.2312,0.2097,140.21M,-6.28%
"Jun 03, 2018",0.2271,0.2275,0.2375,0.2235,138.62M,-0.21%
"Jun 02, 2018",0.2275,0.2209,0.2293,0.2174,129.86M,2.90%
"Jun 01, 2018",0.2211,0.224,0.2282,0.2148,139.37M,-1.28%
"May 31, 2018",0.224,0.2088,0.2289,0.2041,201.74M,7.30%
"May 30, 2018",0.2088,0.2019,0.2166,0.1981,201.90M,3.38%
"May 29, 2018",0.2019,0.1732,0.2085,0.1717,187.91M,16.56%
"May 28, 2018",0.1732,0.193,0.1948,0.1723,122.56M,-10.31%
"May 27, 2018",0.1931,0.1958,0.196,0.1911,86.32M,-1.36%
"May 26, 2018",0.1958,0.1989,0.2047,0.1948,92.17M,-1.57%
"May 25, 2018",0.1989,0.2081,0.2093,0.195,92.64M,-4.29%
"May 24, 2018",0.2079,0.1989,0.2112,0.1902,112.11M,4.47%
"May 23, 2018",0.1989,0.2216,0.2242,0.1934,149.15M,-10.24%
"May 22, 2018",0.2216,0.2474,0.2486,0.2203,66.40M,-10.41%
"May 21, 2018",0.2474,0.2565,0.2607,0.2458,55.33M,-3.54%
"May 20, 2018",0.2565,0.2434,0.2614,0.2403,61.87M,5.39%
"May 19, 2018",0.2434,0.2443,0.2486,0.2373,42.06M,-0.37%
"May 18, 2018",0.2443,0.241,0.2457,0.2323,57.25M,1.35%
"May 17, 2018",0.241,0.253,0.261,0.2389,61.00M,-4.75%
"May 16, 2018",0.253,0.2557,0.2574,0.2398,71.62M,-1.11%
"May 15, 2018",0.2559,0.2667,0.2754,0.2536,61.06M,-4.05%
"May 14, 2018",0.2667,0.2774,0.2783,0.2531,123.40M,-3.86%
"May 13, 2018",0.2774,0.266,0.2835,0.2575,104.59M,4.38%
"May 12, 2018",0.2658,0.2564,0.2787,0.2342,193.24M,3.64%
"May 11, 2018",0.2564,0.2959,0.2969,0.2488,214.87M,-13.35%
"May 10, 2018",0.2959,0.3219,0.325,0.295,66.05M,-7.75%
"May 09, 2018",0.3208,0.3256,0.3271,0.3022,90.54M,-1.31%
"May 08, 2018",0.3251,0.3401,0.341,0.3199,66.12M,-4.37%
"May 07, 2018",0.3399,0.35,0.3507,0.3195,88.71M,-2.95%
"May 06, 2018",0.3502,0.3686,0.3705,0.3385,100.03M,-4.97%
"May 05, 2018",0.3686,0.3615,0.3788,0.361,70.72M,1.96%
"May 04, 2018",0.3615,0.3707,0.3713,0.35,87.41M,-2.36%
"May 03, 2018",0.3702,0.376,0.3935,0.369,123.33M,-1.54%
"May 02, 2018",0.376,0.3577,0.3803,0.3478,104.21M,5.11%
"May 01, 2018",0.3577,0.3432,0.3615,0.3211,168.66M,4.24%
"Apr 30, 2018",0.3432,0.3669,0.3677,0.3341,147.25M,-6.29%
"Apr 29, 2018",0.3662,0.3596,0.3903,0.3447,248.83M,1.95%
"Apr 28, 2018",0.3592,0.2859,0.3674,0.2838,254.48M,25.66%
"Apr 27, 2018",0.2859,0.2952,0.3066,0.2849,106.05M,-3.15%
"Apr 26, 2018",0.2952,0.2699,0.2953,0.2583,101.91M,9.38%
"Apr 25, 2018",0.2699,0.3144,0.3175,0.26,189.98M,-14.63%
"Apr 24, 2018",0.3161,0.2944,0.3248,0.2908,49.39M,8.05%
"Apr 23, 2018",0.2926,0.2857,0.2945,0.2855,17.35M,2.42%
"Apr 22, 2018",0.2857,0.2859,0.3004,0.2791,30.91M,-0.07%
"Apr 21, 2018",0.2859,0.3052,0.3094,0.2683,51.22M,-6.34%
"Apr 20, 2018",0.3052,0.2714,0.3087,0.2498,57.07M,12.52%
"Apr 19, 2018",0.2713,0.2632,0.2749,0.2612,38.45M,3.08%
"Apr 18, 2018",0.2632,0.2436,0.2639,0.2436,24.19M,7.93%
"Apr 17, 2018",0.2438,0.2624,0.2741,0.2438,100.36M,-7.06%
"Apr 16, 2018",0.2624,0.2278,0.2635,0.2127,103.48M,15.20%
"Apr 15, 2018",0.2278,0.2074,0.2305,0.2073,40.13M,9.81%
"Apr 14, 2018",0.2074,0.2031,0.215,0.1966,35.88M,2.10%
"Apr 13, 2018",0.2031,0.2194,0.226,0.1957,84.00M,-7.42%
"Apr 12, 2018",0.2194,0.1685,0.222,0.1676,113.40M,30.22%
"Apr 11, 2018",0.1685,0.1566,0.169,0.155,41.58M,7.60%
"Apr 10, 2018",0.1566,0.1507,0.1587,0.1476,14.69M,3.94%
"Apr 09, 2018",0.1507,0.1569,0.166,0.1456,56.75M,-4.00%
"Apr 08, 2018",0.1569,0.1467,0.1594,0.1467,15.81M,7.01%
"Apr 07, 2018",0.1467,0.1426,0.1516,0.1426,37.45M,2.86%
"Apr 06, 2018",0.1426,0.1484,0.1508,0.1413,23.13M,-3.94%
"Apr 05, 2018",0.1484,0.152,0.1543,0.1411,30.18M,-2.35%
"Apr 04, 2018",0.152,0.1705,0.1765,0.1489,65.14M,-10.67%
"Apr 03, 2018",0.1702,0.1531,0.1714,0.1526,44.26M,11.18%
"Apr 02, 2018",0.1531,0.1483,0.1561,0.1464,15.48M,3.23%
"Apr 01, 2018",0.1483,0.1506,0.1568,0.1386,22.53M,-1.59%
"Mar 31, 2018",0.1506,0.1449,0.1582,0.1409,21.76M,3.95%
"Mar 30, 2018",0.1449,0.1436,0.1507,0.1334,33.08M,0.93%
"Mar 29, 2018",0.1436,0.1599,0.1631,0.1414,40.68M,-10.20%
"Mar 28, 2018",0.1599,0.1531,0.1643,0.1531,18.37M,4.37%
"Mar 27, 2018",0.1532,0.1657,0.1678,0.1487,27.84M,-7.54%
"Mar 26, 2018",0.1657,0.1834,0.1857,0.1571,36.92M,-9.68%
"Mar 25, 2018",0.1834,0.1869,0.1889,0.1807,14.65M,-1.83%
"Mar 24, 2018",0.1869,0.1886,0.2019,0.1821,44.43M,-0.89%
"Mar 23, 2018",0.1886,0.1995,0.1995,0.18,31.12M,-5.24%
"Mar 22, 2018",0.199,0.2078,0.2185,0.1858,56.69M,-4.14%
"Mar 21, 2018",0.2076,0.1994,0.2252,0.1976,45.64M,4.12%
"Mar 20, 2018",0.1994,0.1907,0.2111,0.1752,47.96M,4.70%
"Mar 19, 2018",0.1904,0.1538,0.1904,0.1535,84.41M,23.27%
"Mar 18, 2018",0.1545,0.1549,0.163,0.1237,82.44M,-0.30%
"Mar 17, 2018",0.1549,0.1745,0.1779,0.1507,18.98M,-11.23%
"Mar 16, 2018",0.1745,0.1841,0.1842,0.1715,25.26M,-5.21%
"Mar 15, 2018",0.1841,0.1936,0.1974,0.168,31.26M,-4.91%
"Mar 14, 2018",0.1936,0.2178,0.2297,0.1882,20.51M,-11.01%
"Mar 13, 2018",0.2176,0.2181,0.2252,0.2104,9.08M,-0.25%
"Mar 12, 2018",0.2181,0.2192,0.2325,0.2093,22.05M,-0.48%
"Mar 11, 2018",0.2192,0.2008,0.2231,0.1903,16.63M,9.19%
"Mar 10, 2018",0.2008,0.2162,0.2222,0.1966,20.05M,-7.13%
"Mar 09, 2018",0.2162,0.2143,0.2217,0.1842,25.23M,0.86%
"Mar 08, 2018",0.2143,0.2408,0.2492,0.2132,19.03M,-11.01%
"Mar 07, 2018",0.2408,0.279,0.285,0.2279,20.14M,-13.67%
"Mar 06, 2018",0.279,0.2966,0.301,0.2781,14.70M,-5.95%
"Mar 05, 2018",0.2966,0.302,0.3196,0.2934,12.32M,-1.76%
"Mar 04, 2018",0.302,0.2935,0.3044,0.2848,9.43M,2.88%
"Mar 03, 2018",0.2935,0.2925,0.3074,0.2895,9.00M,0.35%
"Mar 02, 2018",0.2925,0.3024,0.3079,0.2871,12.39M,-3.26%
"Mar 01, 2018",0.3024,0.3056,0.3122,0.2869,18.55M,-1.40%
"Feb 28, 2018",0.3066,0.3302,0.3351,0.3056,9.78M,-7.13%
"Feb 27, 2018",0.3302,0.3244,0.3358,0.3193,8.13M,1.80%
"Feb 26, 2018",0.3244,0.3235,0.3318,0.3046,12.40M,0.26%
"Feb 25, 2018",0.3235,0.2991,0.3365,0.2969,12.94M,8.17%
"Feb 24, 2018",0.2991,0.326,0.3328,0.2925,11.08M,-8.26%
"Feb 23, 2018",0.326,0.3137,0.3361,0.3054,12.20M,3.93%
"Feb 22, 2018",0.3137,0.3344,0.3533,0.3072,13.54M,-6.19%
"Feb 21, 2018",0.3344,0.3483,0.3559,0.3265,16.72M,-4.24%
"Feb 20, 2018",0.3492,0.3791,0.3895,0.3472,17.32M,-7.89%
"Feb 19, 2018",0.3791,0.3679,0.3909,0.3676,12.32M,2.90%
"Feb 18, 2018",0.3684,0.4172,0.4172,0.3662,14.85M,-11.69%
"Feb 17, 2018",0.4172,0.396,0.4206,0.3913,12.43M,5.34%
"Feb 16, 2018",0.396,0.3919,0.3989,0.3741,8.14M,1.05%
"Feb 15, 2018",0.3919,0.3948,0.4057,0.3727,11.27M,-0.92%
"Feb 14, 2018",0.3955,0.3649,0.3975,0.3593,14.75M,8.39%
"Feb 13, 2018",0.3649,0.3789,0.3811,0.3515,6.71M,-3.64%
"Feb 12, 2018",0.3787,0.3561,0.39,0.356,9.08M,6.35%
"Feb 11, 2018",0.3561,0.3836,0.3838,0.3473,16.19M,-6.54%
"Feb 10, 2018",0.381,0.379,0.4384,0.358,47.74M,1.20%
"Feb 09, 2018",0.3765,0.345,0.3849,0.32,16.90M,9.13%
"Feb 08, 2018",0.345,0.331,0.361,0.3235,20.62M,4.23%
"Feb 07, 2018",0.331,0.359,0.38,0.32,30.36M,-7.80%
"Feb 06, 2018",0.359,0.317,0.3692,0.262,53.75M,13.25%
"Feb 05, 2018",0.317,0.382,0.3962,0.2915,37.06M,-17.02%
